33170,27.14,1006.83,1.88,27.14,1007.07,2.44,2.16,0.00,-0.00,0.96,106.31,27.87,76.90,-0.20,-31.19,28.41,0.93,-140.01,-8.31,0.07,-52.37,-49.05,0
33379,27.15,1006.84,1.72,27.15,1007.08,2.32,2.02,0.00,-0.00,0.75,57.91,27.85,76.90,-0.01,26.18,37.88,0.75,-211.85,23.75,0.07,3.97,-20.53,0
33589,27.15,1006.84,1.78,27.15,1007.08,2.37,2.08,0.01,-0.00,0.85,40.27,27.87,76.93,-0.19,-34.12,40.24,0.83,-111.39,47.50,0.08,9.09,-17.11,0
33799,27.15,1006.83,1.82,27.15,1007.08,2.38,2.10,0.01,-0.00,1.04,27.99,27.86,76.95,-0.09,-5.55,37.88,1.04,-107.67,71.25,0.07,-15.75,-21.67,0
34012,27.15,1006.84,1.79,27.15,1007.08,2.35,2.07,0.01,-0.00,1.07,23.75,27.84,76.97,-0.24,19.29,40.24,1.05,68.97,91.44,-0.05,6.65,-37.64,0
34222,27.15,1006.85,1.71,27.15,1007.08,2.33,2.02,0.02,-0.00,1.07,27.42,27.83,76.97,-0.14,-20.94,44.98,1.04,8.91,86.69,0.15,20.57,-31.94,0
34432,27.15,1006.84,1.73,27.15,1007.09,2.26,2.00,0.02,-0.00,1.02,27.78,27.85,77.01,0.01,-25.94,43.79,1.00,15.93,83.12,0.18,-3.85,-27.37,0
34642,27.15,1006.83,1.81,27.15,1007.09,2.29,2.05,0.02,-0.00,0.97,24.76,27.85,77.04,0.15,-44.19,36.69,0.96,-3.78,79.56,0.05,42.48,-23.95,0
34856,27.15,1006.83,1.80,27.15,1007.07,2.40,2.10,0.03,0.00,0.92,25.42,27.86,77.05,0.04,-10.93,36.69,0.91,19.65,77.19,-0.04,-33.81,-18.25,0
35065,27.15,1006.83,1.86,27.15,1007.07,2.43,2.15,0.03,0.00,1.16,20.20,27.86,77.08,0.14,-57.50,28.41,1.15,18.49,77.19,-0.16,30.27,-17.11,0
35275,27.15,1006.83,1.82,27.15,1007.06,2.49,2.16,0.03,0.00,0.95,16.65,27.87,77.09,-0.08,-32.78,21.30,0.91,23.13,71.25,-0.25,15.93,-10.27,0
35488,27.15,1006.83,1.88,27.15,1007.07,2.45,2.16,0.03,0.00,0.90,21.57,27.86,77.11,0.03,-8.12,27.22,0.88,32.41,68.87,-0.19,-34.48,-9.13,0
35697,27.15,1006.83,1.87,27.15,1007.07,2.43,2.15,0.04,0.00,0.88,19.92,27.85,77.15,-0.00,-18.98,23.67,0.85,57.98,65.31,-0.22,1.77,-6.84,0
35906,27.15,1006.82,1.89,27.16,1007.06,2.50,2.20,0.04,0.00,0.95,15.73,27.85,77.16,0.05,-20.39,15.39,0.90,23.13,54.63,-0.30,8.97,-5.70,0
36115,27.15,1006.82,1.94,27.16,1007.06,2.49,2.21,0.04,0.00,0.94,22.45,27.84,77.15,-0.08,10.31,20.12,0.89,-8.91,48.69,-0.29,-27.95,-5.70,0
36329,27.15,1006.81,2.03,27.16,1007.05,2.56,2.29,0.05,0.00,1.01,21.51,27.84,77.19,-0.01,-15.01,20.12,0.99,1.89,51.06,-0.17,11.60,-4.56,0
36538,27.15,1006.81,2.03,27.16,1007.05,2.63,2.33,0.05,0.00,0.98,26.49,27.85,77.21,-0.07,11.66,23.67,0.97,-16.78,47.50,-0.16,-3.91,-6.84,0
36747,27.16,1006.80,2.10,27.16,1007.04,2.67,2.38,0.05,0.00,1.03,27.57,27.85,77.22,-0.03,10.68,26.04,1.02,-33.33,49.88,-0.07,-17.94,-10.27,0
36956,27.16,1006.80,2.10,27.16,1007.05,2.63,2.36,0.05,0.00,1.00,26.06,27.85,77.24,0.05,20.45,30.77,0.99,-33.08,62.94,-0.10,20.08,-14.83,0
37169,27.16,1006.80,2.08,27.16,1007.04,2.64,2.36,0.06,0.00,1.12,28.53,27.82,77.25,0.01,-11.41,35.51,1.12,-7.20,65.31,0.02,6.71,-13.69,0
37379,27.16,1006.80,2.07,27.17,1007.05,2.62,2.35,0.06,0.00,1.26,26.90,27.83,77.26,0.06,-24.66,33.14,1.25,-7.45,65.31,-0.07,1.53,-17.11,0
37589,27.16,1006.80,2.09,27.17,1007.05,2.58,2.34,0.06,0.00,1.12,27.33,27.85,77.27,0.02,-12.76,33.14,1.12,41.20,64.12,-0.07,2.32,-12.55,0
37804,27.16,1006.80,2.11,27.17,1007.05,2.60,2.36,0.06,0.00,1.00,29.28,27.86,77.29,-0.04,-6.10,31.96,1.00,8.18,57.00,-0.07,13.73,-11.41,0
38014,27.16,1006.80,2.08,27.17,1007.04,2.66,2.37,0.07,0.00,0.98,30.33,27.85,77.33,-0.03,-10.93,31.96,0.98,2.38,54.63,-0.02,12.27,-13.69,0
38224,27.17,1006.80,2.07,27.17,1007.04,2.72,2.39,0.07,0.00,0.99,33.91,27.83,77.34,-0.07,-21.85,34.32,0.99,1.83,51.06,-0.01,-5.98,-13.69,0
38434,27.17,1006.80,2.06,27.17,1007.04,2.71,2.38,0.07,0.00,1.03,32.98,27.79,77.31,-0.09,4.70,33.14,1.02,2.56,51.06,-0.04,-4.64,-11.41,0
