Time,Average Thrust
7.083,0.342
7.084,0.425
7.085,0.465
7.086,0.380
7.087,0.385
7.088,0.309
7.089,0.353
7.09,0.418
7.091,0.429
7.092,0.404
7.093,0.483
7.094,0.442
7.095,0.376
7.096,0.419
7.097,0.452
7.098,0.371
7.099,0.437
7.1,0.425
7.101,0.436
7.102,0.442
7.103,0.426
7.104,0.375
7.105,0.309
7.106,0.324
7.107,0.439
7.108,0.436
7.109,0.427
7.11,0.343
7.111,0.358
7.112,0.404
7.113,0.358
7.114,0.362
7.115,0.363
7.116,0.455
7.117,0.443
7.118,0.419
7.119,0.370
7.12,0.361
7.121,0.368
7.122,0.403
7.123,0.399
7.124,0.438
7.125,0.420
7.126,0.417
7.127,0.390
7.128,0.435
7.129,0.375
7.13,0.359
7.131,0.434
7.132,0.465
7.133,0.413
7.134,0.373
7.135,0.404
7.136,0.394
7.137,0.369
7.138,0.379
7.139,0.439
7.14,0.422
7.141,0.423
7.142,0.438
7.143,0.363
7.144,0.407
7.145,0.358
7.146,0.316
7.147,0.331
7.148,0.394
7.149,0.377
7.15,0.379
7.151,0.402
7.152,0.426
7.153,0.413
7.154,0.443
7.155,0.452
7.156,0.351
7.157,0.339
7.158,0.414
7.159,0.404
7.16,0.325
7.161,0.277
7.162,0.302
7.163,0.343
7.164,0.406
7.165,0.353
7.166,0.409
7.167,0.469
7.168,0.432
7.169,0.433
7.17,0.423
7.171,0.413
7.172,0.398
7.173,0.428
7.174,0.428
7.175,0.437
7.176,0.451
7.177,0.389
7.178,0.391
7.179,0.331
7.18,0.444
7.181,0.481
7.182,0.454
7.183,0.417
7.184,0.436
7.185,0.421
7.186,0.462
7.187,0.424
7.188,0.414
7.189,0.364
7.19,0.422
7.191,0.465
7.192,0.468
7.193,0.366
7.194,0.380
7.195,0.335
7.196,0.431
7.197,0.361
7.198,0.375
7.199,0.354
7.2,0.381
7.201,0.484
7.202,0.502
7.203,0.418
7.204,0.403
7.205,0.471
7.206,0.463
7.207,0.477
7.208,0.386
7.209,0.462
7.21,0.379
7.211,0.448
7.212,0.356
7.213,0.411
7.214,0.410
7.215,0.434
7.216,0.449
7.217,0.469
7.218,0.484
7.219,0.496
7.22,0.489
7.221,0.407
7.222,0.503
7.223,0.527
7.224,0.450
7.225,0.369
7.226,0.353
7.227,0.410
7.228,0.376
7.229,0.367
7.23,0.336
7.231,0.382
7.232,0.365
7.233,0.419
7.234,0.507
7.235,0.442
7.236,0.339
7.237,0.433
7.238,0.447
7.239,0.333
7.24,0.329
7.241,0.404
7.242,0.314
7.243,0.363
7.244,0.314
7.245,0.285
7.246,0.415
7.247,0.405
7.248,0.452
7.249,0.385
7.25,0.391
7.251,0.402
7.252,0.463
7.253,0.346
7.254,0.398
7.255,0.451
7.256,0.420
7.257,0.346
7.258,0.371
7.259,0.360
7.26,0.393
7.261,0.374
7.262,0.319
7.263,0.334
7.264,0.437
7.265,0.472
7.266,0.391
7.267,0.417
7.268,0.399
7.269,0.439
7.27,0.417
7.271,0.400
7.272,0.399
7.273,0.342
7.274,0.469
7.275,0.478
7.276,0.404
7.277,0.316
7.278,0.326
7.279,0.430
7.28,0.434
7.281,0.364
7.282,0.400
7.283,0.375
7.284,0.438
7.285,0.405
7.286,0.361
7.287,0.373
7.288,0.381
7.289,0.368
7.29,0.414
7.291,0.379
7.292,0.355
7.293,0.459
7.294,0.365
7.295,0.396
7.296,0.388
7.297,0.386
7.298,0.397
7.299,0.407
7.3,0.372
7.301,0.353
7.302,0.389
7.303,0.419
7.304,0.410
7.305,0.394
7.306,0.407
7.307,0.357
7.308,0.367
7.309,0.313
7.31,0.326
7.311,0.353
7.312,0.378
7.313,0.337
7.314,0.343
7.315,0.391
7.316,0.420
7.317,0.425
7.318,0.395
7.319,0.452
7.32,0.401
7.321,0.456
7.322,0.414
7.323,0.487
7.324,0.394
7.325,0.363
7.326,0.313
7.327,0.359
7.328,0.450
7.329,0.442
7.33,0.385
7.331,0.415
7.332,0.516
7.333,0.408
7.334,0.508
7.335,0.514
7.336,0.482
7.337,0.418
7.338,0.392
7.339,0.439
7.34,0.433
7.341,0.371
7.342,0.324
7.343,0.311
7.344,0.400
7.345,0.417
7.346,0.389
7.347,0.391
7.348,0.464
7.349,0.392
7.35,0.373
7.351,0.437
7.352,0.362
7.353,0.360
7.354,0.385
7.355,0.404
7.356,0.388
7.357,0.298
7.358,0.331
7.359,0.388
7.36,0.393
7.361,0.404
7.362,0.380
7.363,0.382
7.364,0.438
7.365,0.401
7.366,0.415
7.367,0.375
7.368,0.445
7.369,0.392
7.37,0.414
7.371,0.392
7.372,0.432
7.373,0.466
7.374,0.453
7.375,0.389
7.376,0.336
7.377,0.434
7.378,0.481
7.379,0.373
7.38,0.433
7.381,0.428
7.382,0.453
7.383,0.490
7.384,0.472
7.385,0.466
7.386,0.406
7.387,0.479
7.388,0.510
7.389,0.490
7.39,0.438
7.391,0.421
7.392,0.413
7.393,0.445
7.394,0.387
7.395,0.343
7.396,0.367
7.397,0.370
7.398,0.427
7.399,0.475
7.4,0.467
7.401,0.457
7.402,0.437
7.403,0.459
7.404,0.454
7.405,0.372
7.406,0.369
7.407,0.430
7.408,0.406
7.409,0.318
7.41,0.347
7.411,0.366
7.412,0.357
7.413,0.397
7.414,0.426
7.415,0.448
7.416,0.444
7.417,0.427
7.418,0.384
7.419,0.366
7.42,0.374
7.421,0.399
7.422,0.377
7.423,0.364
7.424,0.449
7.425,0.419
7.426,0.399
7.427,0.364
7.428,0.362
7.429,0.433
7.43,0.435
7.431,0.376
7.432,0.429
7.433,0.471
7.434,0.433
7.435,0.401
7.436,0.420
7.437,0.423
7.438,0.397
7.439,0.457
7.44,0.482
7.441,0.412
7.442,0.392
7.443,0.307
7.444,0.382
7.445,0.432
7.446,0.378
7.447,0.407
7.448,0.400
7.449,0.430
7.45,0.403
7.451,0.416
7.452,0.386
7.453,0.386
7.454,0.378
7.455,0.418
7.456,0.386
7.457,0.425
7.458,0.428
7.459,0.380
7.46,0.309
7.461,0.388
7.462,0.411
7.463,0.408
7.464,0.363
7.465,0.402
7.466,0.494
7.467,0.515
7.468,0.411
7.469,0.402
7.47,0.447
7.471,0.474
7.472,0.516
7.473,0.463
7.474,0.440
7.475,0.416
7.476,0.356
7.477,0.406
7.478,0.389
7.479,0.325
7.48,0.351
7.481,0.452
7.482,0.447
7.483,0.413
7.484,0.374
7.485,0.460
7.486,0.416
7.487,0.398
7.488,0.441
7.489,0.383
7.49,0.396
7.491,0.418
7.492,0.382
7.493,0.409
7.494,0.364
7.495,0.343
7.496,0.375
7.497,0.390
7.498,0.425
7.499,0.438
7.5,0.429
7.501,0.397
7.502,0.463
7.503,0.440
7.504,0.442
7.505,0.433
7.506,0.412
7.507,0.400
7.508,0.376
7.509,0.381
7.51,0.409
7.511,0.361
7.512,0.415
7.513,0.480
7.514,0.484
7.515,0.433
7.516,0.408
7.517,0.516
7.518,0.497
7.519,0.417
7.52,0.416
7.521,0.440
7.522,0.461
7.523,0.450
7.524,0.464
7.525,0.411
7.526,0.385
7.527,0.487
7.528,0.402
7.529,0.360
7.53,0.388
7.531,0.448
7.532,0.433
7.533,0.366
7.534,0.470
7.535,0.471
7.536,0.386
7.537,0.398
7.538,0.423
7.539,0.478
7.54,0.410
7.541,0.424
7.542,0.394
7.543,0.297
7.544,0.408
7.545,0.371
7.546,0.394
7.547,0.362
7.548,0.406
7.549,0.471
7.55,0.416
7.551,0.438
7.552,0.402
7.553,0.364
7.554,0.429
7.555,0.432
7.556,0.351
7.557,0.365
7.558,0.351
7.559,0.316
7.56,0.364
7.561,0.368
7.562,0.280
7.563,0.347
7.564,0.484
7.565,0.429
7.566,0.379
7.567,0.370
7.568,0.417
7.569,0.442
7.57,0.451
7.571,0.406
7.572,0.390
7.573,0.387
7.574,0.350
7.575,0.361
7.576,0.384
7.577,0.371
7.578,0.374
7.579,0.396
7.58,0.466
7.581,0.495
7.582,0.445
7.583,0.431
7.584,0.422
7.585,0.419
7.586,0.417
7.587,0.468
7.588,0.408
7.589,0.386
7.59,0.477
7.591,0.473
7.592,0.437
7.593,0.332
7.594,0.407
7.595,0.441
7.596,0.444
7.597,0.490
7.598,0.505
7.599,0.369
7.6,0.423
7.601,0.380
7.602,0.420
7.603,0.412
7.604,0.377
7.605,0.434
7.606,0.543
7.607,0.509
7.608,0.378
7.609,0.357
7.61,0.374
7.611,0.386
7.612,0.440
7.613,0.434
7.614,0.415
7.615,0.423
7.616,0.369
7.617,0.384
7.618,0.447
7.619,0.431
7.62,0.386
7.621,0.484
7.622,0.373
7.623,0.396
7.624,0.414
7.625,0.409
7.626,0.308
7.627,0.342
7.628,0.426
7.629,0.420
7.63,0.454
7.631,0.461
7.632,0.385
7.633,0.471
7.634,0.482
7.635,0.466
7.636,0.372
7.637,0.457
7.638,0.441
7.639,0.431
7.64,0.369
7.641,0.383
7.642,0.342
7.643,0.331
7.644,0.410
7.645,0.339
7.646,0.350
7.647,0.393
7.648,0.485
7.649,0.422
7.65,0.415
7.651,0.397
7.652,0.461
7.653,0.375
7.654,0.392
7.655,0.438
7.656,0.335
7.657,0.314
7.658,0.305
7.659,0.329
7.66,0.363
7.661,0.375
7.662,0.434
7.663,0.404
7.664,0.473
7.665,0.479
7.666,0.389
7.667,0.371
7.668,0.381
7.669,0.353
7.67,0.396
7.671,0.429
7.672,0.321
7.673,0.340
7.674,0.421
7.675,0.343
7.676,0.405
7.677,0.447
7.678,0.372
7.679,0.497
7.68,0.489
7.681,0.402
7.682,0.404
7.683,0.426
7.684,0.429
7.685,0.361
7.686,0.387
7.687,0.462
7.688,0.442
7.689,0.424
7.69,0.451
7.691,0.380
7.692,0.405
7.693,0.421
7.694,0.395
7.695,0.437
7.696,0.445
7.697,0.445
7.698,0.381
7.699,0.372
7.7,0.445
7.701,0.460
7.702,0.380
7.703,0.368
7.704,0.424
7.705,0.436
7.706,0.361
7.707,0.344
7.708,0.328
7.709,0.312
7.71,0.397
7.711,0.400
7.712,0.328
7.713,0.389
7.714,0.477
7.715,0.432
7.716,0.365
7.717,0.384
7.718,0.378
7.719,0.458
7.72,0.391
7.721,0.384
7.722,0.359
7.723,0.309
7.724,0.386
7.725,0.397
7.726,0.333
7.727,0.324
7.728,0.430
7.729,0.484
7.73,0.432
7.731,0.409
7.732,0.427
7.733,0.399
7.734,0.406
7.735,0.406
7.736,0.406
7.737,0.443
7.738,0.447
7.739,0.358
7.74,0.322
7.741,0.412
7.742,0.418
7.743,0.388
7.744,0.425
7.745,0.436
7.746,0.358
7.747,0.480
7.748,0.379
7.749,0.341
7.75,0.389
7.751,0.410
7.752,0.422
7.753,0.474
7.754,0.415
7.755,0.348
7.756,0.431
7.757,0.447
7.758,0.361
7.759,0.342
7.76,0.394
7.761,0.443
7.762,0.368
7.763,0.441
7.764,0.370
7.765,0.396
7.766,0.418
7.767,0.465
7.768,0.396
7.769,0.402
7.77,0.421
7.771,0.381
7.772,0.274
7.773,0.400
7.774,0.409
7.775,0.355
7.776,0.406
7.777,0.439
7.778,0.473
7.779,0.459
7.78,0.435
7.781,0.399
7.782,0.481
7.783,0.485
7.784,0.425
7.785,0.384
7.786,0.360
7.787,0.438
7.788,0.373
7.789,0.383
7.79,0.418
7.791,0.338
7.792,0.447
7.793,0.423
7.794,0.420
7.795,0.401
7.796,0.370
7.797,0.406
7.798,0.459
7.799,0.440
7.8,0.371
7.801,0.318
7.802,0.342
7.803,0.399
7.804,0.315
7.805,0.286
7.806,0.363
7.807,0.437
7.808,0.419
7.809,0.468
7.81,0.445
7.811,0.346
7.812,0.414
7.813,0.383
7.814,0.426
7.815,0.444
7.816,0.440
7.817,0.348
7.818,0.303
7.819,0.341
7.82,0.399
7.821,0.380
7.822,0.409
7.823,0.387
7.824,0.355
7.825,0.472
7.826,0.453
7.827,0.437
7.828,0.427
7.829,0.415
7.83,0.377
7.831,0.416
7.832,0.448
7.833,0.366
7.834,0.328
7.835,0.408
7.836,0.435
7.837,0.365
7.838,0.400
7.839,0.338
7.84,0.365
7.841,0.466
7.842,0.369
7.843,0.362
7.844,0.364
7.845,0.409
7.846,0.453
7.847,0.374
7.848,0.381
7.849,0.365
7.85,0.414
7.851,0.473
7.852,0.421
7.853,0.360
7.854,0.378
7.855,0.372
7.856,0.354
7.857,0.438
7.858,0.452
7.859,0.420
7.86,0.405
7.861,0.431
7.862,0.452
7.863,0.405
7.864,0.466
7.865,0.355
7.866,0.353
7.867,0.405
7.868,0.397
7.869,0.351
7.87,0.318
7.871,0.336
7.872,0.350
7.873,0.399
7.874,0.425
7.875,0.385
7.876,0.413
7.877,0.494
7.878,0.435
7.879,0.440
7.88,0.346
7.881,0.389
7.882,0.493
7.883,0.455
7.884,0.313
7.885,0.365
7.886,0.330
7.887,0.417
7.888,0.365
7.889,0.398
7.89,0.412
7.891,0.438
7.892,0.517
7.893,0.464
7.894,0.412
7.895,0.487
7.896,0.488
7.897,0.400
7.898,0.378
7.899,0.434
7.9,0.526
7.901,0.451
7.902,0.431
7.903,0.440
7.904,0.357
7.905,0.447
7.906,0.493
7.907,0.388
7.908,0.452
7.909,0.433
7.91,0.421
7.911,0.455
7.912,0.449
7.913,0.413
7.914,0.364
7.915,0.513
7.916,0.478
7.917,0.427
7.918,0.413
7.919,0.333
7.92,0.424
7.921,0.431
7.922,0.355
7.923,0.398
7.924,0.369
7.925,0.436
7.926,0.469
7.927,0.415
7.928,0.459
7.929,0.384
7.93,0.455
7.931,0.404
7.932,0.380
7.933,0.391
7.934,0.377
7.935,0.356
7.936,0.333
7.937,0.277
7.938,0.340
7.939,0.407
7.94,0.347
7.941,0.353
7.942,0.447
7.943,0.443
7.944,0.452
7.945,0.503
7.946,0.451
7.947,0.363
7.948,0.442
7.949,0.419
7.95,0.426
7.951,0.449
7.952,0.332
7.953,0.360
7.954,0.452
7.955,0.438
7.956,0.429
7.957,0.410
7.958,0.444
7.959,0.413
7.96,0.451
7.961,0.405
7.962,0.341
7.963,0.400
7.964,0.348
7.965,0.396
7.966,0.462
7.967,0.351
7.968,0.398
7.969,0.401
7.97,0.407
7.971,0.428
7.972,0.413
7.973,0.428
7.974,0.460
7.975,0.374
7.976,0.391
7.977,0.495
7.978,0.457
7.979,0.417
7.98,0.382
7.981,0.435
7.982,0.387
7.983,0.478
7.984,0.494
7.985,0.393
7.986,0.373
7.987,0.389
7.988,0.404
7.989,0.400
7.99,0.348
7.991,0.372
7.992,0.418
7.993,0.433
7.994,0.407
7.995,0.378
7.996,0.425
7.997,0.449
7.998,0.464
7.999,0.460
8,0.436
8.001,0.396
8.002,0.360
8.003,0.363
8.004,0.362
8.005,0.374
8.006,0.373
8.007,0.406
8.008,0.463
8.009,0.513
8.01,0.450
8.011,0.459
8.012,0.457
8.013,0.435
8.014,0.368
8.015,0.491
8.016,0.514
8.017,0.423
8.018,0.430
8.019,0.458
8.02,0.442
8.021,0.426
8.022,0.438
8.023,0.372
8.024,0.495
8.025,0.517
8.026,0.457
8.027,0.413
8.028,0.400
8.029,0.425
8.03,0.468
8.031,0.421
8.032,0.409
8.033,0.399
8.034,0.485
8.035,0.406
8.036,0.432
8.037,0.382
8.038,0.381
8.039,0.446
8.04,0.416
8.041,0.375
8.042,0.389
8.043,0.504
8.044,0.426
8.045,0.413
8.046,0.401
8.047,0.425
8.048,0.426
8.049,0.479
8.05,0.460
8.051,0.326
8.052,0.426
8.053,0.376
8.054,0.334
8.055,0.428
8.056,0.477
8.057,0.435
8.058,0.456
8.059,0.474
8.06,0.481
8.061,0.498
8.062,0.491
8.063,0.376
8.064,0.400
8.065,0.509
8.066,0.404
8.067,0.420
8.068,0.370
8.069,0.381
8.07,0.391
8.071,0.416
8.072,0.349
8.073,0.399
8.074,0.523
8.075,0.463
8.076,0.454
8.077,0.424
8.078,0.371
8.079,0.465
8.08,0.491
8.081,0.406
8.082,0.390
8.083,0.345
8.084,0.379
8.085,0.406
8.086,0.376
8.087,0.398
8.088,0.340
8.089,0.460
8.09,0.491
8.091,0.427
8.092,0.389
8.093,0.431
8.094,0.370
8.095,0.411
8.096,0.440
8.097,0.392
8.098,0.436
8.099,0.408
8.1,0.326
8.101,0.386
8.102,0.433
8.103,0.337
8.104,0.370
8.105,0.450
8.106,0.396
8.107,0.441
8.108,0.426
8.109,0.351
8.11,0.394
8.111,0.381
8.112,0.406
8.113,0.337
8.114,0.385
8.115,0.383
8.116,0.415
8.117,0.419
8.118,0.379
8.119,0.267
8.12,0.344
8.121,0.326
8.122,0.363
8.123,0.429
8.124,0.310
8.125,0.362
8.126,0.390
8.127,0.403
8.128,0.341
8.129,0.396
8.13,0.412
8.131,0.503
8.132,0.407
8.133,0.465
8.134,0.377
8.135,0.306
8.136,0.419
8.137,0.412
8.138,0.368
8.139,0.415
8.14,0.414
8.141,0.410
8.142,0.428
8.143,0.468
8.144,0.357
8.145,0.350
8.146,0.400
8.147,0.402
8.148,0.371
8.149,0.332
8.15,0.297
8.151,0.402
8.152,0.393
8.153,0.350
8.154,0.366
8.155,0.438
8.156,0.432
8.157,0.431
8.158,0.424
8.159,0.426
8.16,0.355
8.161,0.403
8.162,0.471
8.163,0.409
8.164,0.324
8.165,0.390
8.166,0.307
8.167,0.369
8.168,0.292
8.169,0.322
8.17,0.367
8.171,0.434
8.172,0.423
8.173,0.379
8.174,0.449
8.175,0.361
8.176,0.410
8.177,0.363
8.178,0.364
8.179,0.387
8.18,0.348
8.181,0.280
8.182,0.338
8.183,0.336
8.184,0.342
8.185,0.376
8.186,0.399
8.187,0.358
8.188,0.376
8.189,0.496
8.19,0.446
8.191,0.369
8.192,0.352
8.193,0.404
8.194,0.458
8.195,0.401
8.196,0.360
8.197,0.383
8.198,0.366
8.199,0.370
8.2,0.412
8.201,0.394
8.202,0.376
8.203,0.460
8.204,0.441
8.205,0.442
8.206,0.414
8.207,0.432
8.208,0.431
8.209,0.392
8.21,0.411
8.211,0.354
8.212,0.373
8.213,0.394
8.214,0.401
8.215,0.371
8.216,0.386
8.217,0.423
8.218,0.390
8.219,0.368
8.22,0.429
8.221,0.438
8.222,0.473
8.223,0.442
8.224,0.369
8.225,0.412
8.226,0.455
8.227,0.429
8.228,0.386
8.229,0.450
8.23,0.497
8.231,0.395
8.232,0.278
8.233,0.329
8.234,0.409
8.235,0.428
8.236,0.440
8.237,0.366
8.238,0.382
8.239,0.396
8.24,0.392
8.241,0.404
8.242,0.335
8.243,0.342
8.244,0.422
8.245,0.404
8.246,0.398
8.247,0.306
8.248,0.280
8.249,0.366
8.25,0.359
8.251,0.304
8.252,0.360
8.253,0.466
8.254,0.400
8.255,0.454
8.256,0.476
8.257,0.425
8.258,0.420
8.259,0.413
8.26,0.373
8.261,0.411
8.262,0.484
8.263,0.405
8.264,0.376
8.265,0.384
8.266,0.416
8.267,0.414
8.268,0.383
8.269,0.439
8.27,0.515
8.271,0.535
8.272,0.484
8.273,0.429
8.274,0.358
8.275,0.397
8.276,0.421
8.277,0.433
8.278,0.414
8.279,0.346
8.28,0.379
8.281,0.415
8.282,0.427
8.283,0.307
8.284,0.318
8.285,0.448
8.286,0.473
8.287,0.392
8.288,0.380
8.289,0.405
8.29,0.451
8.291,0.380
8.292,0.397
8.293,0.399
8.294,0.393
8.295,0.392
8.296,0.325
8.297,0.399
8.298,0.368
8.299,0.362
8.3,0.381
8.301,0.413
8.302,0.418
8.303,0.431
8.304,0.410
8.305,0.418
8.306,0.397
8.307,0.406
8.308,0.409
8.309,0.353
8.31,0.391
8.311,0.390
8.312,0.359
8.313,0.306
8.314,0.298
8.315,0.375
8.316,0.380
8.317,0.349
8.318,0.373
8.319,0.431
8.32,0.431
8.321,0.414
8.322,0.437
8.323,0.370
8.324,0.412
8.325,0.346
8.326,0.443
8.327,0.399
8.328,0.394
8.329,0.288
8.33,0.299
8.331,0.377
8.332,0.427
8.333,0.401
8.334,0.415
8.335,0.414
8.336,0.424
8.337,0.426
8.338,0.438
8.339,0.456
8.34,0.416
8.341,0.361
8.342,0.421
8.343,0.433
8.344,0.437
8.345,0.421
8.346,0.334
8.347,0.413
8.348,0.456
8.349,0.398
8.35,0.414
8.351,0.430
8.352,0.466
8.353,0.425
8.354,0.476
8.355,0.449
8.356,0.405
8.357,0.392
8.358,0.456
8.359,0.384
8.36,0.369
8.361,0.376
8.362,0.440
8.363,0.437
8.364,0.293
8.365,0.357
8.366,0.378
8.367,0.462
8.368,0.503
8.369,0.400
8.37,0.408
8.371,0.414
8.372,0.397
8.373,0.459
8.374,0.475
8.375,0.457
8.376,0.406
8.377,0.394
8.378,0.439
8.379,0.383
8.38,0.341
8.381,0.321
8.382,0.398
8.383,0.379
8.384,0.381
8.385,0.337
8.386,0.401
8.387,0.382
8.388,0.386
8.389,0.406
8.39,0.407
8.391,0.395
8.392,0.421
8.393,0.390
8.394,0.359
8.395,0.290
8.396,0.295
8.397,0.448
8.398,0.419
8.399,0.361
8.4,0.392
8.401,0.457
8.402,0.490
8.403,0.451
8.404,0.447
8.405,0.382
8.406,0.431
8.407,0.456
8.408,0.380
8.409,0.390
8.41,0.375
8.411,0.451
8.412,0.385
8.413,0.390
8.414,0.496
8.415,0.507
8.416,0.491
8.417,0.422
8.418,0.405
8.419,0.473
8.42,0.457
8.421,0.441
8.422,0.426
8.423,0.425
8.424,0.449
8.425,0.434
8.426,0.459
8.427,0.423
8.428,0.337
8.429,0.429
8.43,0.475
8.431,0.435
8.432,0.482
8.433,0.376
8.434,0.392
8.435,0.466
8.436,0.436
8.437,0.382
8.438,0.427
8.439,0.504
8.44,0.485
8.441,0.422
8.442,0.365
8.443,0.428
8.444,0.408
8.445,0.355
8.446,0.411
8.447,0.374
8.448,0.401
8.449,0.515
8.45,0.376
8.451,0.429
8.452,0.440
8.453,0.411
8.454,0.348
8.455,0.382
8.456,0.400
8.457,0.463
8.458,0.360
8.459,0.304
8.46,0.332
8.461,0.400
8.462,0.369
8.463,0.359
8.464,0.414
8.465,0.455
8.466,0.464
8.467,0.450
8.468,0.373
8.469,0.359
8.47,0.426
8.471,0.483
8.472,0.401
8.473,0.383
8.474,0.420
8.475,0.361
8.476,0.412
8.477,0.365
8.478,0.364
8.479,0.363
8.48,0.453
8.481,0.505
8.482,0.423
8.483,0.446
8.484,0.453
8.485,0.411
8.486,0.464
8.487,0.418
8.488,0.374
8.489,0.471
8.49,0.425
8.491,0.372
8.492,0.357
8.493,0.389
8.494,0.363
8.495,0.370
8.496,0.355
8.497,0.373
8.498,0.442
8.499,0.469
8.5,0.385
8.501,0.367
8.502,0.425
8.503,0.329
8.504,0.382
8.505,0.359
8.506,0.324
8.507,0.344
8.508,0.407
8.509,0.350
8.51,0.301
8.511,0.312
8.512,0.377
8.513,0.354
8.514,0.385
8.515,0.312
8.516,0.292
8.517,0.377
8.518,0.350
8.519,0.356
8.52,0.298
8.521,0.423
8.522,0.351
8.523,0.426
8.524,0.380
8.525,0.271
8.526,0.306
8.527,0.372
8.528,0.359
8.529,0.378
8.53,0.369
8.531,0.419
8.532,0.400
8.533,0.348
8.534,0.408
8.535,0.365
8.536,0.431
8.537,0.409
8.538,0.352
8.539,0.450
8.54,0.417
8.541,0.358
8.542,0.270
8.543,0.373
8.544,0.375
8.545,0.347
8.546,0.327
8.547,0.385
8.548,0.349
8.549,0.422
8.55,0.429
8.551,0.354
8.552,0.395
8.553,0.493
8.554,0.408
8.555,0.338
8.556,0.410
8.557,0.372
8.558,0.315
8.559,0.424
8.56,0.302
8.561,0.402
8.562,0.485
8.563,0.436
8.564,0.503
8.565,0.493
8.566,0.464
8.567,0.432
8.568,0.420
8.569,0.497
8.57,0.397
8.571,0.348
8.572,0.407
8.573,0.363
8.574,0.335
8.575,0.370
8.576,0.399
8.577,0.360
8.578,0.509
8.579,0.475
8.58,0.410
8.581,0.411
8.582,0.336
8.583,0.400
8.584,0.471
8.585,0.406
8.586,0.356
8.587,0.330
8.588,0.406
8.589,0.408
8.59,0.287
8.591,0.366
8.592,0.360
8.593,0.402
8.594,0.482
8.595,0.410
8.596,0.415
8.597,0.457
8.598,0.396
8.599,0.427
8.6,0.448
8.601,0.394
8.602,0.381
8.603,0.420
8.604,0.406
8.605,0.379
8.606,0.344
8.607,0.439
8.608,0.481
8.609,0.486
8.61,0.451
8.611,0.463
8.612,0.447
8.613,0.377
8.614,0.398
8.615,0.380
8.616,0.380
8.617,0.368
8.618,0.292
8.619,0.381
8.62,0.349
8.621,0.366
8.622,0.283
8.623,0.305
8.624,0.423
8.625,0.370
8.626,0.405
8.627,0.372
8.628,0.375
8.629,0.341
8.63,0.375
8.631,0.332
8.632,0.255
8.633,0.421
8.634,0.354
8.635,0.327
8.636,0.353
8.637,0.358
8.638,0.302
8.639,0.392
8.64,0.389
8.641,0.321
8.642,0.380
8.643,0.468
8.644,0.431
8.645,0.384
8.646,0.308
8.647,0.370
8.648,0.424
8.649,0.416
8.65,0.399
8.651,0.397
8.652,0.366
8.653,0.355
8.654,0.369
8.655,0.393
8.656,0.416
8.657,0.418
8.658,0.391
8.659,0.419
8.66,0.424
8.661,0.467
8.662,0.387
8.663,0.417
8.664,0.422
8.665,0.448
8.666,0.455
8.667,0.445
8.668,0.364
8.669,0.315
8.67,0.435
8.671,0.348
8.672,0.375
8.673,0.371
8.674,0.378
8.675,0.451
8.676,0.495
8.677,0.355
8.678,0.398
8.679,0.432
8.68,0.412
8.681,0.482
8.682,0.431
8.683,0.351
8.684,0.368
8.685,0.431
8.686,0.363
8.687,0.329
8.688,0.289
8.689,0.437
8.69,0.470
8.691,0.358
8.692,0.453
8.693,0.408
8.694,0.401
8.695,0.445
8.696,0.406
8.697,0.439
8.698,0.418
8.699,0.330
8.7,0.439
8.701,0.422
8.702,0.399
8.703,0.337
8.704,0.370
8.705,0.438
8.706,0.410
8.707,0.412
8.708,0.445
8.709,0.370
8.71,0.463
8.711,0.467
8.712,0.361
8.713,0.352
8.714,0.488
8.715,0.420
8.716,0.406
8.717,0.410
8.718,0.411
8.719,0.410
8.72,0.442
8.721,0.474
8.722,0.393
8.723,0.451
8.724,0.467
8.725,0.406
8.726,0.395
8.727,0.407
8.728,0.494
8.729,0.399
8.73,0.444
8.731,0.447
8.732,0.393
8.733,0.369
8.734,0.368
8.735,0.433
8.736,0.396
8.737,0.350
8.738,0.411
8.739,0.402
8.74,0.482
8.741,0.466
8.742,0.384
8.743,0.422
8.744,0.444
8.745,0.463
8.746,0.481
8.747,0.431
8.748,0.347
8.749,0.385
8.75,0.470
8.751,0.351
8.752,0.456
8.753,0.459
8.754,0.445
8.755,0.462
8.756,0.490
8.757,0.464
8.758,0.463
8.759,0.494
8.76,0.473
8.761,0.346
8.762,0.437
8.763,0.462
8.764,0.377
8.765,0.393
8.766,0.352
8.767,0.423
8.768,0.378
8.769,0.370
8.77,0.398
8.771,0.441
8.772,0.419
8.773,0.440
8.774,0.414
8.775,0.390
8.776,0.450
8.777,0.384
8.778,0.338
8.779,0.389
8.78,0.406
8.781,0.412
8.782,0.449
8.783,0.340
8.784,0.332
8.785,0.432
8.786,0.454
8.787,0.414
8.788,0.439
8.789,0.346
8.79,0.452
8.791,0.446
8.792,0.368
8.793,0.399
8.794,0.429
8.795,0.456
8.796,0.424
8.797,0.394
8.798,0.332
8.799,0.373
8.8,0.357
8.801,0.397
8.802,0.352
8.803,0.378
8.804,0.449
8.805,0.406
8.806,0.437
8.807,0.399
8.808,0.394
8.809,0.446
8.81,0.421
8.811,0.393
8.812,0.450
8.813,0.395
8.814,0.367
8.815,0.436
8.816,0.350
8.817,0.371
8.818,0.359
8.819,0.334
8.82,0.417
8.821,0.466
8.822,0.480
8.823,0.372
8.824,0.485
8.825,0.454
8.826,0.447
8.827,0.428
8.828,0.421
8.829,0.387
8.83,0.462
8.831,0.344
