时间 (s),高度 (m),垂直速度 (m/s),垂直加速度 (m/s²),总速度 (m/s),总加速度 (m/s²),平行风位置 (m),迎风位置 (m),横向跨距 (m),水平方向 (°),横向速度 (m/s),横向加速度 (m/s²),纬度 (°),经度 (°),重力加速度 (m/s²),攻角 (°),滚转角速度 (°/s),俯仰角速度 (°/s),偏航角速度 (°/s),质量 (g),推进剂质量 (g),纵向转动惯量 (kg·m²),横向转动惯量 (kg·m²),CP 压心位置 (cm),CG 重心位置 (cm),稳定裕量 (​),马赫数 (​),雷诺数 (​),推力 (N),阻力 (N),阻力系数 (​),轴向阻力系数 (​),摩擦阻力系数 (​),压差阻力系数 (​),基准阻力系数 (​),法向力系数 (​),俯仰力矩系数 (​),偏航力矩系数 (​),侧向力系数 (​),滚转力矩系数 (​),滚转力系数 (​),滚转阻尼系数 (​),俯仰阻尼系数 (​),科里奥利加速度 (m/s²),参考长度 (cm),参考面积 (cm²),垂直方向 (天顶角) (°),水平方向 (方位角) (°),风速 (m/s),空气温度 (°C),空气压力 (mbar),音速 (m/s),模拟时间步 (s),计算时间 (s)
6.32,654.423,119.893,-16.138,121.454,16.171,90.448,0.015,90.448,0.01,19.407,1.033,22,120.001,9.786,0.006,5.842e-7,-0.61,-0.063,1.81e4,4500,15.299,0.086,209.3,156.282,3.194,0.36,2.093e7,0,116.38,0.634,0.634,0.274,0.223,0.137,0.001,0.004,1.1e-4,0,0,0,0,-2.181e-5,0.016,16.6,216.424,80.799,0.021,0,10.746,937.355,337.811,0.05,0.062
6.37,660.398,119.089,-16.045,120.652,16.078,91.417,0.016,91.417,0.01,19.355,1.033,22,120.001,9.786,5.696e-4,-1.379e-6,0.106,-0.595,1.81e4,4500,15.299,0.086,209.306,156.282,3.194,0.357,2.078e7,0,114.727,0.634,0.634,0.274,0.223,0.137,1.051e-4,1.611e-4,-2.558e-4,0,0,0,0,6.622e-7,0.016,16.6,216.424,80.769,0.021,0,10.707,936.688,337.788,0.05,0.063
6.42,666.332,118.289,-15.954,119.854,15.987,92.384,0.016,92.384,0.01,19.304,1.034,22,120.001,9.786,0.007,0,0.615,-0.046,1.81e4,4500,15.299,0.086,209.283,156.282,3.193,0.355,2.063e7,0,113.096,0.633,0.633,0.274,0.223,0.136,0.001,0.004,-7.81e-5,0,0,0,0,2.274e-5,0.016,16.6,216.424,80.738,0.021,0,10.669,936.025,337.764,0.05,0.063
6.47,672.227,117.494,-15.864,119.06,15.898,93.348,0.016,93.348,0.01,19.252,1.032,22,120.001,9.786,0.012,0,0.648,-0.02,1.81e4,4500,15.299,0.086,209.261,156.282,3.192,0.353,2.049e7,0,111.488,0.633,0.633,0.274,0.223,0.136,0.002,0.007,-2.821e-4,0,0,0,0,2.557e-5,0.016,16.6,216.424,80.707,0.02,0,10.631,935.366,337.741,0.05,0.063
6.52,678.081,116.703,-15.776,118.271,15.809,94.309,0.017,94.309,0.01,19.2,1.028,22,120.001,9.786,0.016,-4.28e-7,0.694,-0.002,1.81e4,4500,15.299,0.086,209.243,156.282,3.19,0.35,2.034e7,0,109.903,0.633,0.633,0.274,0.223,0.136,0.003,0.009,-2.804e-4,0,0,0,0,2.973e-5,0.016,16.6,216.424,80.673,0.019,0,10.592,934.712,337.718,0.05,0.063
6.57,683.897,115.916,-15.69,117.487,15.723,95.268,0.017,95.268,0.01,19.149,1.02,22,120.001,9.785,0.018,-1.883e-6,0.745,0.008,1.81e4,4500,15.299,0.086,209.231,156.282,3.19,0.348,2.02e7,0,108.339,0.632,0.632,0.274,0.223,0.136,0.003,0.01,-1.577e-4,0,0,0,0,3.474e-5,0.016,16.6,216.424,80.637,0.018,0,10.555,934.062,337.695,0.05,0.063
6.62,689.673,115.134,-15.605,116.707,15.638,96.224,0.017,96.224,0.01,19.098,1.008,22,120.001,9.785,0.017,-1.827e-6,0.8,0.019,1.81e4,4500,15.299,0.086,209.224,156.282,3.189,0.346,2.006e7,0,106.797,0.632,0.632,0.274,0.222,0.136,0.003,0.01,3.095e-4,0,0,0,0,4.06e-5,0.016,16.6,216.424,80.599,0.017,0,10.517,933.417,337.672,0.05,0.063
6.67,695.41,114.355,-15.522,115.931,15.554,97.178,0.018,97.178,0.01,19.048,0.994,22,120.001,9.785,0.014,0,0.85,0.028,1.81e4,4500,15.299,0.086,209.223,156.282,3.189,0.343,1.991e7,0,105.277,0.632,0.632,0.274,0.222,0.135,0.003,0.008,4.734e-4,0,0,0,0,4.646e-5,0.016,16.6,216.424,80.557,0.016,0,10.48,932.776,337.65,0.05,0.063
6.72,701.109,113.581,-15.441,115.159,15.472,98.129,0.018,98.129,0.01,18.999,0.977,22,120.001,9.785,0.01,-5.071e-7,0.887,0.04,1.81e4,4500,15.299,0.086,209.226,156.282,3.189,0.341,1.977e7,0,103.777,0.632,0.632,0.274,0.222,0.135,0.002,0.006,4.012e-4,0,0,0,0,5.121e-5,0.016,16.6,216.424,80.514,0.016,0,10.443,932.139,337.627,0.05,0.064
6.77,706.769,112.811,-15.361,114.392,15.391,99.078,0.018,99.078,0.01,18.951,0.959,22,120.001,9.785,0.005,-4.809e-7,0.904,0.063,1.81e4,4500,15.299,0.086,209.231,156.282,3.19,0.339,1.963e7,0,102.297,0.631,0.631,0.274,0.222,0.135,8.687e-4,0.003,4.027e-4,0,0,0,0,5.396e-5,0.016,16.6,216.424,80.469,0.017,0,10.406,931.507,337.605,0.05,0.064
6.82,712.39,112.045,-15.282,113.629,15.311,100.024,0.018,100.024,0.011,18.903,0.941,22,120.001,9.785,4.879e-4,5.097e-7,0,0,1.81e4,4500,15.299,0.086,209.233,156.282,3.19,0.337,1.949e7,0,100.838,0.631,0.631,0.274,0.222,0.135,8.991e-5,5.959e-4,-7.357e-5,0,0,0,0,0,0.015,16.6,216.424,80.423,0.018,0,10.369,930.879,337.583,0.05,0.064
6.87,717.973,111.283,-15.204,112.869,15.232,100.968,0.019,100.968,0.011,18.857,0.925,22,120.001,9.785,0.005,1.374e-6,-0.904,-0.036,1.81e4,4500,15.299,0.086,209.215,156.282,3.189,0.334,1.935e7,0,99.399,0.631,0.631,0.274,0.222,0.135,9.318e-4,0.003,4.976e-4,0,0,0,0,-5.538e-5,0.015,16.6,216.424,80.378,0.02,0,10.333,930.255,337.561,0.05,0.064
6.92,723.518,110.525,-15.127,112.114,15.154,101.91,0.019,101.91,0.011,18.811,0.911,22,120.001,9.785,0.008,0,-0.886,-0.034,1.81e4,4500,15.299,0.086,209.199,156.282,3.188,0.332,1.922e7,0,97.979,0.63,0.63,0.274,0.222,0.134,0.002,0.005,-3.734e-4,0,0,0,0,-5.396e-5,0.015,16.6,216.424,80.333,0.021,0,10.297,929.636,337.539,0.05,0.064
6.97,729.026,109.77,-15.05,111.363,15.077,102.849,0.019,102.849,0.011,18.765,0.9,22,120.001,9.785,0.01,-3.737e-7,-0.858,-0.037,1.81e4,4500,15.299,0.086,209.188,156.282,3.187,0.33,1.908e7,0,96.578,0.63,0.63,0.274,0.222,0.134,0.002,0.006,-1.388e-4,0,0,0,0,-5.133e-5,0.015,16.6,216.424,80.289,0.022,0,10.261,929.02,337.517,0.05,0.064
7.02,734.495,109.02,-14.974,110.615,15.001,103.786,0.02,103.786,0.011,18.721,0.892,22,120.001,9.785,0.009,-5.145e-7,-0.831,-0.034,1.81e4,4500,15.299,0.086,209.182,156.282,3.187,0.328,1.894e7,0,95.196,0.63,0.63,0.275,0.221,0.134,0.002,0.005,4.1e-4,0,0,0,0,-4.876e-5,0.015,16.6,216.424,80.247,0.022,0,10.226,928.409,337.496,0.05,0.064
7.07,739.928,108.273,-14.899,109.872,14.925,104.721,0.02,104.721,0.011,18.676,0.886,22,120.001,9.785,0.007,-7.235e-7,-0.808,-0.03,1.81e4,4500,15.299,0.086,209.18,156.282,3.187,0.326,1.881e7,0,93.833,0.63,0.63,0.275,0.221,0.134,0.001,0.004,1.203e-5,0,0,0,0,-4.675e-5,0.015,16.6,216.424,80.206,0.022,0,10.19,927.802,337.474,0.05,0.064
7.12,745.323,107.53,-14.824,109.132,14.85,105.654,0.02,105.654,0.011,18.632,0.882,22,120.001,9.785,0.004,0,-0.794,-0.043,1.81e4,4500,15.299,0.086,209.181,156.282,3.187,0.323,1.867e7,0,92.488,0.629,0.629,0.275,0.221,0.134,7.138e-4,0.002,-2.129e-5,0,0,0,0,-4.568e-5,0.015,16.6,216.424,80.166,0.021,0,10.155,927.2,337.453,0.05,0.065
7.17,750.681,106.79,-14.75,108.396,14.776,106.584,0.021,106.584,0.011,18.588,0.879,22,120.001,9.785,3.691e-4,-7e-7,0,0,1.81e4,4500,15.299,0.086,209.182,156.282,3.187,0.321,1.854e7,0,91.161,0.629,0.629,0.275,0.221,0.133,6.793e-5,-2.472e-4,-4.166e-4,0,0,0,0,0,0.015,16.6,216.424,80.126,0.021,0,10.121,926.601,337.432,0.05,0.065
7.22,756.002,106.055,-14.677,107.664,14.703,107.513,0.021,107.513,0.011,18.544,0.876,22,120.001,9.785,0.005,0,0.794,0.007,1.81e4,4500,15.299,0.086,209.164,156.282,3.186,0.319,1.841e7,0,89.851,0.629,0.629,0.275,0.221,0.133,9.052e-4,0.002,2.253e-4,0,0,0,0,4.694e-5,0.015,16.6,216.424,80.087,0.02,0,10.086,926.006,337.411,0.05,0.065
7.27,761.286,105.323,-14.605,106.935,14.631,108.439,0.021,108.439,0.011,18.5,0.873,22,120.001,9.785,0.009,0,0.812,0.021,1.81e4,4500,15.299,0.086,209.147,156.282,3.185,0.317,1.827e7,0,88.559,0.629,0.629,0.275,0.221,0.133,0.002,0.006,4.19e-5,0,0,0,0,4.979e-5,0.014,16.6,216.424,80.047,0.02,0,10.052,925.416,337.39,0.05,0.065
7.32,766.534,104.594,-14.534,106.21,14.56,109.363,0.022,109.363,0.011,18.457,0.869,22,120.001,9.785,0.013,7.093e-7,0.84,0.022,1.81e4,4500,15.299,0.086,209.131,156.282,3.184,0.315,1.814e7,0,87.284,0.628,0.628,0.275,0.221,0.133,0.002,0.008,-1.018e-4,0,0,0,0,5.402e-5,0.014,16.6,216.424,80.005,0.019,0,10.018,924.83,337.37,0.05,0.065
7.37,771.746,103.869,-14.465,105.489,14.49,110.284,0.022,110.284,0.011,18.413,0.863,22,120.001,9.785,0.015,-9.119e-7,0.875,0.028,1.81e4,4500,15.299,0.086,209.119,156.282,3.183,0.313,1.801e7,0,86.025,0.628,0.628,0.275,0.221,0.133,0.003,0.009,-7.462e-5,0,0,0,0,5.949e-5,0.014,16.6,216.424,79.963,0.018,0,9.984,924.247,337.349,0.05,0.065
7.42,776.921,103.148,-14.396,104.771,14.422,111.204,0.022,111.204,0.012,18.37,0.856,22,120.001,9.785,0.016,3.12e-7,0.915,0.03,1.81e4,4500,15.299,0.086,209.11,156.282,3.182,0.311,1.788e7,0,84.784,0.628,0.628,0.275,0.221,0.133,0.003,0.009,3.767e-5,0,0,0,0,6.595e-5,0.014,16.6,216.424,79.918,0.018,0,9.95,923.669,337.329,0.05,0.065
7.47,782.061,102.43,-14.329,104.056,14.354,112.121,0.023,112.121,0.012,18.328,0.847,22,120.001,9.785,0.016,0,0.953,0.031,1.81e4,4500,15.299,0.086,209.104,156.282,3.182,0.308,1.775e7,0,83.558,0.628,0.628,0.275,0.221,0.132,0.003,0.009,1.01e-4,0,0,0,0,7.249e-5,0.014,16.6,216.424,79.871,0.018,0,9.917,923.095,337.308,0.05,0.065
7.52,787.164,101.715,-14.263,103.345,14.287,113.037,0.023,113.037,0.012,18.286,0.836,22,120.001,9.785,0.014,0,0.988,0.029,1.81e4,4500,15.299,0.086,209.102,156.282,3.182,0.306,1.762e7,0,82.349,0.628,0.628,0.275,0.22,0.132,0.003,0.008,-3.194e-4,0,0,0,0,7.893e-5,0.014,16.6,216.424,79.822,0.018,0,9.883,922.525,337.288,0.05,0.066
7.57,792.232,101.003,-14.198,102.638,14.222,113.95,0.023,113.95,0.012,18.244,0.824,22,120.001,9.785,0.011,-1.646e-6,1.019,0.03,1.81e4,4500,15.299,0.086,209.102,156.282,3.182,0.304,1.75e7,0,81.155,0.627,0.627,0.275,0.22,0.132,0.002,0.006,-4.576e-4,0,0,0,0,8.516e-5,0.014,16.6,216.424,79.772,0.019,0,9.85,921.959,337.268,0.05,0.066
7.62,797.265,100.295,-14.134,101.934,14.157,114.861,0.024,114.861,0.012,18.203,0.812,22,120.001,9.785,0.008,-4.895e-7,1.041,0.015,1.81e4,4500,15.299,0.086,209.104,156.282,3.182,0.302,1.737e7,0,79.977,0.627,0.627,0.275,0.22,0.132,0.001,0.005,3.348e-4,0,0,0,0,9.015e-5,0.014,16.6,216.424,79.721,0.02,0,9.818,921.396,337.248,0.05,0.066
7.67,802.262,99.59,-14.071,101.233,14.094,115.77,0.024,115.77,0.012,18.163,0.8,22,120.001,9.785,0.004,-8.064e-7,1.055,-0.006,1.81e4,4500,15.299,0.086,209.107,156.282,3.182,0.3,1.724e7,0,78.814,0.627,0.627,0.275,0.22,0.132,7.905e-4,0.002,1.262e-4,0,0,0,0,9.379e-5,0.014,16.6,216.424,79.668,0.022,0,9.785,920.838,337.229,0.05,0.066
7.72,807.224,98.888,-14.008,100.535,14.031,116.678,0.024,116.678,0.012,18.123,0.788,22,120.001,9.785,8.904e-4,-7.156e-7,1.026,-0.267,1.81e4,4500,15.299,0.086,209.109,156.282,3.182,0.298,1.712e7,0,77.666,0.627,0.627,0.275,0.22,0.132,1.636e-4,1.344e-4,-2.765e-4,0,0,0,0,8.99e-5,0.014,16.6,216.424,79.615,0.023,0,9.753,920.284,337.209,0.05,0.066
7.77,812.151,98.189,-13.947,99.841,13.968,117.583,0.025,117.583,0.012,18.084,0.777,22,120.001,9.785,0.002,6.917e-7,-1.035,-0.229,1.81e4,4500,15.299,0.086,209.1,156.282,3.182,0.296,1.699e7,0,76.533,0.626,0.626,0.275,0.22,0.131,3.626e-4,0.002,-5.12e-5,0,0,0,0,-9.291e-5,0.014,16.6,216.424,79.562,0.024,0,9.721,919.733,337.19,0.05,0.066
7.82,817.043,97.493,-13.886,99.149,13.907,118.486,0.025,118.486,0.012,18.046,0.767,22,120.001,9.785,0.004,0,-1.043,-0.149,1.81e4,4500,15.299,0.086,209.089,156.282,3.181,0.294,1.687e7,0,75.414,0.626,0.626,0.275,0.22,0.131,7.113e-4,0.003,2.985e-4,0,0,0,0,-9.566e-5,0.013,16.6,216.424,79.51,0.025,0,9.689,919.187,337.171,0.05,0.066
7.87,821.9,96.8,-13.825,98.461,13.846,119.387,0.025,119.387,0.012,18.008,0.759,22,120.001,9.785,0.005,-7.3e-7,-1.038,-0.121,1.81e4,4500,15.299,0.086,209.081,156.282,3.181,0.292,1.674e7,0,74.31,0.626,0.626,0.275,0.22,0.131,8.799e-4,0.003,-3.381e-4,0,0,0,0,-9.594e-5,0.013,16.6,216.424,79.457,0.026,0,9.658,918.644,337.151,0.05,0.067
7.92,826.723,96.111,-13.765,97.776,13.786,120.287,0.026,120.287,0.012,17.97,0.752,22,120.001,9.785,0.005,0,-1.023,-0.141,1.81e4,4500,15.299,0.086,209.076,156.282,3.18,0.29,1.662e7,0,73.221,0.626,0.626,0.275,0.22,0.131,8.312e-4,0.002,2.366e-5,0,0,0,0,-9.453e-5,0.013,16.6,216.424,79.405,0.026,0,9.626,918.105,337.132,0.05,0.067
7.97,831.511,95.424,-13.706,97.094,13.726,121.184,0.026,121.184,0.012,17.932,0.746,22,120.001,9.785,0.003,-5.189e-7,-1.008,-0.178,1.81e4,4500,15.299,0.086,209.073,156.282,3.18,0.288,1.65e7,0,72.145,0.626,0.626,0.275,0.22,0.131,5.981e-4,0.002,3.278e-4,0,0,0,0,-9.305e-5,0.013,16.6,216.424,79.354,0.026,0,9.595,917.57,337.114,0.05,0.067
8.02,836.265,94.74,-13.647,96.415,13.667,122.08,0.027,122.08,0.012,17.895,0.741,22,120.001,9.785,9.748e-4,-1.669e-6,-0.903,-0.475,1.81e4,4500,15.299,0.086,209.073,156.282,3.18,0.286,1.638e7,0,71.083,0.625,0.625,0.275,0.219,0.131,1.79e-4,2.26e-4,-7.287e-5,0,0,0,0,-7.586e-5,0.013,16.6,216.424,79.303,0.026,0,9.564,917.039,337.095,0.05,0.067
8.07,840.985,94.059,-13.589,95.74,13.609,122.974,0.027,122.974,0.013,17.858,0.737,22,120.001,9.785,0.002,-9.74e-7,1.007,-0.166,1.81e4,4500,15.299,0.086,209.065,156.282,3.18,0.284,1.626e7,0,70.034,0.625,0.625,0.275,0.219,0.13,3.782e-4,8.609e-4,2.947e-4,0,0,0,0,9.554e-5,0.013,16.6,216.424,79.252,0.025,0,9.534,916.512,337.076,0.05,0.067
8.12,845.671,93.381,-13.531,95.067,13.551,123.866,0.027,123.866,0.013,17.822,0.733,22,120.001,9.785,0.005,0,1.028,-0.033,1.81e4,4500,15.299,0.086,209.051,156.282,3.179,0.282,1.614e7,0,68.999,0.625,0.625,0.275,0.219,0.13,9.793e-4,0.003,-7.612e-5,0,0,0,0,1.009e-4,0.013,16.6,216.424,79.201,0.024,0,9.503,915.988,337.058,0.05,0.067
8.17,850.323,92.706,-13.474,94.397,13.494,124.756,0.028,124.756,0.013,17.785,0.729,22,120.001,9.785,0.009,-8.562e-7,1.039,0.011,1.81e4,4500,15.299,0.086,209.037,156.282,3.178,0.28,1.602e7,0,67.977,0.625,0.625,0.275,0.219,0.13,0.002,0.005,-4.092e-4,0,0,0,0,1.048e-4,0.013,16.6,216.424,79.149,0.023,0,9.473,915.468,337.039,0.05,0.067
8.22,854.942,92.034,-13.418,93.73,13.438,125.644,0.028,125.644,0.013,17.749,0.725,22,120.001,9.785,0.012,0,1.061,0.023,1.81e4,4500,15.299,0.086,209.024,156.282,3.177,0.278,1.59e7,0,66.968,0.625,0.625,0.275,0.219,0.13,0.002,0.006,4.072e-4,0,0,0,0,1.107e-4,0.013,16.6,216.424,79.096,0.022,0,9.443,914.952,337.021,0.05,0.067
8.27,859.527,91.364,-13.363,93.065,13.383,126.531,0.028,126.531,0.013,17.712,0.72,22,120.001,9.785,0.014,7.081e-7,1.085,0.031,1.81e4,4500,15.299,0.086,209.012,156.282,3.177,0.276,1.578e7,0,65.971,0.624,0.624,0.275,0.219,0.13,0.003,0.008,3.382e-4,0,0,0,0,1.175e-4,0.013,16.6,216.424,79.043,0.022,0,9.413,914.44,337.003,0.05,0.068
8.32,864.078,90.697,-13.309,92.404,13.328,127.416,0.029,127.416,0.013,17.677,0.715,22,120.001,9.785,0.016,-5.613e-7,1.114,0.032,1.81e4,4500,15.299,0.086,209.002,156.282,3.176,0.274,1.566e7,0,64.988,0.624,0.624,0.275,0.219,0.13,0.003,0.01,1.102e-4,0,0,0,0,1.256e-4,0.013,16.6,216.424,78.988,0.022,0,9.383,913.932,336.985,0.05,0.068
8.37,868.596,90.033,-13.255,91.745,13.274,128.298,0.029,128.298,0.013,17.641,0.709,22,120.001,9.785,0.017,3.725e-7,1.144,0.031,1.81e4,4500,15.299,0.086,208.994,156.282,3.175,0.272,1.554e7,0,64.016,0.624,0.624,0.275,0.219,0.13,0.003,0.01,-3.132e-4,0,0,0,0,1.344e-4,0.012,16.6,216.424,78.931,0.022,0,9.354,913.427,336.967,0.05,0.068
8.42,873.082,89.372,-13.203,91.09,13.221,129.18,0.029,129.18,0.013,17.606,0.702,22,120.001,9.785,0.017,-5.463e-7,1.177,0.031,1.81e4,4500,15.299,0.086,208.989,156.282,3.175,0.27,1.543e7,0,63.057,0.624,0.624,0.275,0.219,0.13,0.003,0.01,-2.639e-4,0,0,0,0,1.442e-4,0.012,16.6,216.424,78.873,0.022,0,9.325,912.926,336.95,0.05,0.068
8.47,877.534,88.713,-13.151,90.436,13.169,130.059,0.03,130.059,0.013,17.571,0.694,22,120.001,9.785,0.017,-6.179e-7,1.206,0.03,1.81e4,4500,15.299,0.086,208.985,156.282,3.175,0.268,1.531e7,0,62.11,0.624,0.624,0.275,0.219,0.129,0.003,0.009,-2.33e-4,0,0,0,0,1.537e-4,0.012,16.6,216.424,78.814,0.022,0,9.296,912.428,336.932,0.05,0.068
8.52,881.953,88.057,-13.1,89.786,13.117,130.937,0.03,130.937,0.013,17.536,0.686,22,120.001,9.785,0.016,-9.174e-7,1.233,0.03,1.81e4,4500,15.299,0.086,208.983,156.282,3.175,0.266,1.519e7,0,61.175,0.623,0.623,0.276,0.219,0.129,0.003,0.009,-1.41e-4,0,0,0,0,1.63e-4,0.012,16.6,216.424,78.753,0.022,0,9.267,911.935,336.915,0.05,0.068
8.57,886.339,87.403,-13.049,89.138,13.067,131.813,0.031,131.813,0.013,17.502,0.678,22,120.001,9.785,0.014,0,1.26,0.028,1.81e4,4500,15.299,0.086,208.982,156.282,3.175,0.265,1.508e7,0,60.252,0.623,0.623,0.276,0.219,0.129,0.003,0.008,1.623e-4,0,0,0,0,1.727e-4,0.012,16.6,216.424,78.69,0.023,0,9.239,911.444,336.898,0.05,0.068
8.62,890.693,86.752,-12.999,88.493,13.017,132.687,0.031,132.687,0.013,17.469,0.669,22,120.001,9.785,0.012,0,1.281,0.028,1.81e4,4500,15.299,0.086,208.983,156.282,3.175,0.263,1.497e7,0,59.34,0.623,0.623,0.276,0.218,0.129,0.002,0.007,-4.066e-4,0,0,0,0,1.811e-4,0.012,16.6,216.424,78.627,0.023,0,9.21,910.958,336.88,0.05,0.069
8.67,895.015,86.103,-12.95,87.851,12.967,133.56,0.031,133.56,0.013,17.435,0.661,22,120.001,9.785,0.009,6.243e-7,1.299,0.023,1.81e4,4500,15.299,0.086,208.983,156.282,3.175,0.261,1.485e7,0,58.439,0.623,0.623,0.276,0.218,0.129,0.002,0.006,4.017e-4,0,0,0,0,1.89e-4,0.012,16.6,216.424,78.562,0.024,0,9.182,910.475,336.863,0.05,0.069
8.72,899.304,85.457,-12.902,87.211,12.918,134.431,0.032,134.431,0.014,17.402,0.652,22,120.001,9.785,0.007,-8.569e-7,1.312,0.016,1.81e4,4500,15.299,0.086,208.984,156.282,3.175,0.259,1.474e7,0,57.55,0.623,0.623,0.276,0.218,0.129,0.001,0.004,-4.661e-4,0,0,0,0,1.956e-4,0.012,16.6,216.424,78.497,0.024,0,9.155,909.996,336.847,0.05,0.069
8.77,903.56,84.813,-12.854,86.573,12.87,135.3,0.032,135.3,0.014,17.37,0.644,22,120.001,9.785,0.005,9.852e-7,1.322,-0.012,1.81e4,4500,15.299,0.086,208.983,156.282,3.175,0.257,1.463e7,0,56.672,0.623,0.623,0.276,0.218,0.129,9.539e-4,0.003,-2.916e-5,0,0,0,0,2.015e-4,0.012,16.6,216.424,78.431,0.025,0,9.127,909.52,336.83,0.05,0.069
8.82,907.785,84.171,-12.807,85.939,12.822,136.168,0.032,136.168,0.014,17.338,0.637,22,120.001,9.785,0.004,-5.164e-7,1.33,-0.041,1.81e4,4500,15.299,0.086,208.982,156.282,3.175,0.255,1.451e7,0,55.805,0.622,0.622,0.276,0.218,0.128,6.959e-4,0.002,4.636e-4,0,0,0,0,2.068e-4,0.012,16.6,216.424,78.365,0.026,0,9.099,909.048,336.813,0.05,0.069
8.87,911.978,83.532,-12.76,85.306,12.775,137.034,0.033,137.034,0.014,17.306,0.63,22,120.001,9.785,0.003,0,1.332,-0.092,1.81e4,4500,15.299,0.086,208.98,156.282,3.175,0.253,1.44e7,0,54.949,0.622,0.622,0.276,0.218,0.128,5.363e-4,0.001,3.435e-4,0,0,0,0,2.107e-4,0.012,16.6,216.424,78.298,0.026,0,9.072,908.58,336.797,0.05,0.069
8.92,916.138,82.896,-12.713,84.676,12.728,137.898,0.033,137.898,0.014,17.275,0.623,22,120.001,9.785,0.003,-1.288e-6,1.334,-0.13,1.81e4,4500,15.299,0.086,208.975,156.282,3.174,0.251,1.429e7,0,54.103,0.622,0.622,0.276,0.218,0.128,5.004e-4,0.001,3.331e-4,0,0,0,0,2.143e-4,0.011,16.6,216.424,78.231,0.027,0,9.045,908.115,336.78,0.05,0.07
8.97,920.267,82.261,-12.667,84.049,12.682,138.761,0.034,138.761,0.014,17.244,0.618,22,120.001,9.785,0.003,-5.513e-7,1.337,-0.136,1.81e4,4500,15.299,0.086,208.969,156.282,3.174,0.25,1.418e7,0,53.268,0.622,0.622,0.276,0.218,0.128,5.921e-4,0.002,-4.677e-4,0,0,0,0,2.186e-4,0.011,16.6,216.424,78.164,0.027,0,9.018,907.654,336.764,0.05,0.07
9.02,924.364,81.629,-12.622,83.424,12.637,139.623,0.034,139.623,0.014,17.213,0.612,22,120.001,9.785,0.004,5.537e-7,1.343,-0.117,1.81e4,4500,15.299,0.086,208.962,156.282,3.174,0.248,1.407e7,0,52.444,0.622,0.622,0.276,0.218,0.128,7.963e-4,0.002,7.826e-6,0,0,0,0,2.241e-4,0.011,16.6,216.424,78.097,0.028,0,8.992,907.196,336.748,0.05,0.07
9.07,928.43,80.999,-12.577,82.801,12.591,140.482,0.034,140.482,0.014,17.183,0.608,22,120.001,9.785,0.006,0,1.353,-0.085,1.81e4,4500,15.299,0.086,208.953,156.282,3.173,0.246,1.396e7,0,51.629,0.622,0.622,0.276,0.218,0.128,0.001,0.003,-3.413e-4,0,0,0,0,2.308e-4,0.011,16.6,216.424,78.029,0.028,0,8.965,906.742,336.732,0.05,0.07
9.12,932.464,80.371,-12.532,82.181,12.547,141.341,0.035,141.341,0.014,17.153,0.603,22,120.001,9.785,0.008,-1.118e-6,1.364,-0.057,1.81e4,4500,15.299,0.086,208.944,156.282,3.172,0.244,1.385e7,0,50.825,0.621,0.621,0.276,0.218,0.128,0.001,0.004,2.862e-4,0,0,0,0,2.379e-4,0.011,16.6,216.424,77.961,0.028,0,8.939,906.291,336.716,0.05,0.07
9.17,936.467,79.746,-12.488,81.563,12.502,142.198,0.035,142.198,0.014,17.122,0.599,22,120.001,9.785,0.011,-6.191e-7,1.378,-0.041,1.81e4,4500,15.299,0.086,208.933,156.282,3.172,0.242,1.374e7,0,50.031,0.621,0.621,0.276,0.218,0.128,0.002,0.006,4.277e-5,0,0,0,0,2.467e-4,0.011,16.6,216.424,77.893,0.028,0,8.913,905.844,336.7,0.05,0.07
9.22,940.439,79.122,-12.445,80.947,12.459,143.053,0.036,143.053,0.014,17.093,0.595,22,120.001,9.785,0.013,8.917e-7,1.395,-0.028,1.81e4,4500,15.299,0.086,208.922,156.282,3.171,0.24,1.363e7,0,49.246,0.621,0.621,0.276,0.218,0.128,0.002,0.007,-3.14e-4,0,0,0,0,2.565e-4,0.011,16.6,216.424,77.823,0.028,0,8.887,905.4,336.685,0.05,0.07
9.27,944.38,78.501,-12.402,80.334,12.416,143.907,0.036,143.907,0.014,17.063,0.591,22,120.001,9.785,0.016,-1.29e-6,1.414,-0.014,1.81e4,4500,15.299,0.086,208.911,156.282,3.17,0.239,1.353e7,0,48.471,0.621,0.621,0.276,0.218,0.127,0.003,0.009,3.129e-4,0,0,0,0,2.677e-4,0.011,16.6,216.424,77.753,0.028,0,8.862,904.96,336.669,0.05,0.071
9.32,948.289,77.882,-12.359,79.723,12.373,144.759,0.036,144.759,0.014,17.033,0.587,22,120.001,9.785,0.018,-6.114e-7,1.438,-0.003,1.81e4,4500,15.299,0.086,208.901,156.282,3.17,0.237,1.342e7,0,47.706,0.621,0.621,0.276,0.218,0.127,0.003,0.011,-4.986e-4,0,0,0,0,2.81e-4,0.011,16.6,216.424,77.682,0.027,0,8.836,904.523,336.654,0.05,0.071
